,,,,,,,,,Lugar de grado
Instituciones,Programa,Sexo,Periodo graduación,Año de corte,Tipo de cotizante,Sector económico,17 Rangos salariales,7 Rangos salariales,País
Código institución,Código programa,Sexo,Semestre,Año,Tipo de cotizante,Sección,17 Rangos salariales,7 Rangos salariales,Colomb
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2011,Dependiente,Sin información,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",2
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2012,Dependiente,Sin información,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",2
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2013,Dependiente,Sin información,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",2
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2014,Dependiente,Alojamiento y servicios de comida,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",2
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2015,Dependiente,Alojamiento y servicios de comida,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",2
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2016,Dependiente,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",2
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2017,Dependiente,Alojamiento y servicios de comida,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",2
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2018,Dependiente,Alojamiento y servicios de comida,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",2
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2019,Dependiente,Transporte y almacenamiento,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",2
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2020,Dependiente,Alojamiento y servicios de comida,"Entre 1,5 y 2 SMMLV","Entre 1,5 y 2,5 SMMLV",1
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2020,Dependiente,Alojamiento y servicios de comida,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",1
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2021,Dependiente,Alojamiento y servicios de comida,"Entre 1,5 y 2 SMMLV","Entre 1,5 y 2,5 SMMLV",1
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2021,Dependiente,Alojamiento y servicios de comida,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",1
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2022,Dependiente,Alojamiento y servicios de comida,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",2
4813-Corporación Unificada Nacional de Educación Superior - CUN,52618-ADMINISTRACION TURISTICA Y HOTELERA,Femenino,2010-1,2023,Dependiente,Alojamiento y servicios de comida,"Entre 2 y 2 ,5 SMMLV","Entre 1,5 y 2,5 SMMLV",1
