,,,,,,,,,Lugar de grado
Instituciones,Programa,Sexo,Periodo graduación,Año de corte,Tipo de cotizante,Sector económico,17 Rangos salariales,7 Rangos salariales,País
Código institución,Código programa,Sexo,Semestre,Año,Tipo de cotizante,Sección,17 Rangos salariales,7 Rangos salariales,Colombia
1704-Universidad Santo Tomás,4267-ESPECIALIZACION EN GERENCIA DE INSTITUCIONES DE SEGURIDAD SOCIAL EN SALUD,Femenino,2013-1,2020,Dependiente,"Actividades profesionales, científicas y técnicas",Entre 5 y 6 SMMLV,Entre 4 y 6 SMMLV,1
1704-Universidad Santo Tomás,4267-ESPECIALIZACION EN GERENCIA DE INSTITUCIONES DE SEGURIDAD SOCIAL EN SALUD,Femenino,2013-1,2020,Dependiente,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Entre 9 y 11 SMMLV,Más de 9 SMMLV,1
1704-Universidad Santo Tomás,4267-ESPECIALIZACION EN GERENCIA DE INSTITUCIONES DE SEGURIDAD SOCIAL EN SALUD,Masculino,2013-1,2020,Dependiente,Actividades de atención de la salud humana y de asistencia social,Entre 5 y 6 SMMLV,Entre 4 y 6 SMMLV,1
