,,,,,,,Lugar de grado,,,Medidas,
,,,,,,,País,,,Medidas,
Instituciones,Programa,Sexo,Periodo graduación,Año de corte,Tipo de cotizante,Sector económico,Colombia,,,,
Código institución,Código programa,Sexo,Semestre,Año,Tipo de cotizante,Sección,Gradua,Gradua,Tasa de ,,IBC estimado
3826-Corporación Internacional para el Desarrollo Educativo - CIDE,54898-TECNICA PROFESIONAL EN INFORMATICA,Masculino,2012-1,2017,Dependiente,Sin información,1,1,"100,0%",,NaN
3826-Corporación Internacional para el Desarrollo Educativo - CIDE,54898-TECNICA PROFESIONAL EN INFORMATICA,Masculino,2012-1,2018,Dependiente,Sin información,1,1,"100,0%",,NaN
3826-Corporación Internacional para el Desarrollo Educativo - CIDE,54898-TECNICA PROFESIONAL EN INFORMATICA,Masculino,2012-1,2019,Dependiente,"Actividades profesionales, científicas y técnicas",1,1,"100,0%",,NaN
3826-Corporación Internacional para el Desarrollo Educativo - CIDE,54898-TECNICA PROFESIONAL EN INFORMATICA,Masculino,2012-1,2020,Dependiente,"Actividades profesionales, científicas y técnicas",1,1,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2013,Dependiente,Sin información,82,82,"100,0%",,$1.332.590
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2013,Independiente,Sin información,10,10,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2013,No cotizante,Sin información,22,0,"0,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Actividades de atención de la salud humana y de asistencia social,7,7,"100,0%",,$1.958.857
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Actividades de servicios administrativos y de apoyo,4,4,"100,0%",,$1.544.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Actividades financieras y de seguros,16,16,"100,0%",,$1.738.769
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,"Actividades profesionales, científicas y técnicas",1,1,"100,0%",,$3.835.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,13,13,"100,0%",,$1.550.077
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Alojamiento y servicios de comida,2,2,"100,0%",,$1.084.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,7,7,"100,0%",,$850.857
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Construccion,2,2,"100,0%",,$825.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,"Distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",1,1,"100,0%",,$924.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Educación,4,4,"100,0%",,$894.500
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Explotación de minas y canteras,1,1,"100,0%",,$1.978.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Industrias manufactureras,3,3,"100,0%",,$1.165.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Información y comunicaciones,13,13,"100,0%",,$1.420.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Otras actividades de servicios,1,1,"100,0%",,$621.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Sin información,5,5,"100,0%",,$1.643.200
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Dependiente,Transporte y almacenamiento,1,1,"100,0%",,$1.216.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Independiente,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,3,3,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Independiente,Información y comunicaciones,4,4,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Independiente,Sin información,6,6,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,Independiente,Transporte y almacenamiento,1,1,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2014,No cotizante,Sin información,19,0,"0,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Actividades de atención de la salud humana y de asistencia social,8,8,"100,0%",,$1.822.544
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Actividades de servicios administrativos y de apoyo,4,4,"100,0%",,$1.168.838
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Actividades financieras y de seguros,13,13,"100,0%",,$3.211.884
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,"Actividades profesionales, científicas y técnicas",1,1,"100,0%",,$644.350
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,11,11,"100,0%",,$2.424.500
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,8,8,"100,0%",,$1.680.544
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Construccion,5,5,"100,0%",,$792.140
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Educación,3,3,"100,0%",,$1.085.333
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Explotación de minas y canteras,1,1,"100,0%",,$2.070.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Industrias manufactureras,3,3,"100,0%",,$1.148.450
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Información y comunicaciones,13,13,"100,0%",,$1.367.878
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Otras actividades de servicios,1,1,"100,0%",,$644.350
4813-Corporación Unificada Nacional de Educación Superior - CUN,52612-ADMINISTRACION DE EMPRESAS,Femenino,2012-1,2015,Dependiente,Sin información,3,3,"100,0%",,$962.900
