,,,,,,,Lugar de grado,,Medidas,
,,,,,,,País,,Medidas,
Instituciones,Programa,Sexo,Periodo graduación,Año de corte,Tipo de cotizante,Sector económico,Colombia,,,
Código institución,Código programa,Sexo,Semestre,Año,Tipo de cotizante,Sección,Graduados,Graduados que cotizan,,Tasa de cotizantes
1823-Universidad Autónoma de Bucaramanga - UNAB,54446-TECNOLOGIA EN GESTION GASTRONOMICA,Femenino,2014-2,2020,Dependiente,"Actividades artísticas, de entretenimiento y recreación",1,1,,"100,0%"
1823-Universidad Autónoma de Bucaramanga - UNAB,54446-TECNOLOGIA EN GESTION GASTRONOMICA,Femenino,2014-2,2020,Dependiente,Actividades de servicios administrativos y de apoyo,1,1,,"100,0%"
1823-Universidad Autónoma de Bucaramanga - UNAB,54446-TECNOLOGIA EN GESTION GASTRONOMICA,Femenino,2014-2,2020,Independiente,Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio,1,1,,"100,0%"
1823-Universidad Autónoma de Bucaramanga - UNAB,54446-TECNOLOGIA EN GESTION GASTRONOMICA,Masculino,2014-2,2020,No cotizante,Sin información,1,0,,"0,0%"
