,,,,,,,Lugar de grado,,Medidas,,
,,,,,,,País,,Medidas,,
Instituciones,Programa,Sexo,Periodo graduación,Año de corte,Tipo de cotizante,Sector económico,Colombia,,,,
Código institución,Código programa,Sexo,Semestre,Año,Tipo de cotizante,Sección,Graduados,Graduados que cotizan,,Tasa de cotizantes,IBC estimado
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2016,Dependiente,"Actividades profesionales, científicas y técnicas",2,2,,"100,0%",$1.409.000
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2016,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,3,3,,"100,0%",$2.611.667
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2016,Dependiente,Educación,1,1,,"100,0%",$2.187.000
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2016,No cotizante,Sin información,1,0,,"0,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2017,Dependiente,"Actividades profesionales, científicas y técnicas",2,2,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2017,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,4,4,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2017,Dependiente,Educación,1,1,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2017,No cotizante,Sin información,1,0,,"0,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2018,Dependiente,"Actividades profesionales, científicas y técnicas",4,4,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2018,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,1,1,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2018,Dependiente,Educación,1,1,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2018,Dependiente,Sin información,2,2,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2019,Dependiente,"Actividades profesionales, científicas y técnicas",3,3,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2019,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,1,1,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2019,Dependiente,Educación,1,1,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2019,Dependiente,Sin información,1,1,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2020,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,3,3,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2020,Dependiente,Educación,2,2,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2020,No cotizante,Sin información,1,0,,"0,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2021,Dependiente,"Actividades profesionales, científicas y técnicas",1,1,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2021,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,2,2,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2021,Dependiente,Educación,1,1,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2021,No cotizante,Sin información,2,0,,"0,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2022,Dependiente,"Actividades profesionales, científicas y técnicas",2,2,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2022,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,1,1,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2022,Dependiente,Educación,1,1,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2022,No cotizante,SIN DATO,2,0,,"0,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2023,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,2,2,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2023,Dependiente,Educación,2,2,,"100,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Femenino,2013-1,2023,No cotizante,SIN DATO,2,0,,"0,0%",NaN
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Masculino,2013-1,2016,Dependiente,"Actividades profesionales, científicas y técnicas",3,3,,"100,0%",$2.352.739
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Masculino,2013-1,2016,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,5,5,,"100,0%",$3.938.983
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Masculino,2013-1,2016,Dependiente,Educación,1,1,,"100,0%",$3.498.000
2829-Corporación Universitaria Minuto de Dios - UNIMINUTO,12165-ESPECIALIZACION EN DISEÑO DE AMBIENTES DE APRENDIZAJE,Masculino,2013-1,2017,Dependiente,"Actividades profesionales, científicas y técnicas",3,3,,"100,0%",NaN
