,,,,,,,Lugar de grado,,,Medidas,
,,,,,,,País,,,Medidas,
Instituciones,Programa,Sexo,Periodo graduación,Año de corte,Tipo de cotizante,Sector económico,Colombia,,,,
Código institución,Código programa,Sexo,Semestre,Año,Tipo de cotizante,Sección,Gradua,Gradua,Tasa de ,,IBC estimado
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2010,Dependiente,Sin información,6,6,"100,0%",,$977.780
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2010,Independiente,Sin información,3,3,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2010,No cotizante,Sin información,12,0,"0,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2011,Dependiente,Sin información,7,7,"100,0%",,$885.714
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2011,Independiente,Sin información,2,2,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2011,No cotizante,Sin información,12,0,"0,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2012,Dependiente,Sin información,6,6,"100,0%",,$1.003.283
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2012,Independiente,Sin información,2,2,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2012,No cotizante,Sin información,10,0,"0,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2013,Dependiente,Sin información,5,5,"100,0%",,$869.200
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2013,Independiente,Sin información,1,1,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2013,No cotizante,Sin información,11,0,"0,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2014,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,1,1,"100,0%",,$630.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2014,Dependiente,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,1,1,"100,0%",,$654.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2014,Dependiente,"Distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",1,1,"100,0%",,$1.581.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2014,Dependiente,Información y comunicaciones,2,2,"100,0%",,$908.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2014,Dependiente,Otras actividades de servicios,1,1,"100,0%",,$616.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2014,Independiente,"Agricultura, ganadería, caza, silvicultura y pesca",1,1,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2014,No cotizante,Sin información,10,0,"0,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2015,Dependiente,Actividades de servicios administrativos y de apoyo,1,1,"100,0%",,$644.350
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2015,Dependiente,Actividades financieras y de seguros,1,1,"100,0%",,$644.350
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2015,Dependiente,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,1,1,"100,0%",,$644.350
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2015,Dependiente,"Distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",1,1,"100,0%",,$1.670.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2015,Dependiente,Información y comunicaciones,2,2,"100,0%",,$1.296.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2015,Independiente,Información y comunicaciones,1,1,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2015,Independiente,Sin información,1,1,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2015,No cotizante,Sin información,8,0,"0,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2016,Dependiente,"Actividades profesionales, científicas y técnicas",1,1,"100,0%",,$1.600.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2016,Dependiente,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,1,1,"100,0%",,$1.317.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2016,Dependiente,"Distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",1,1,"100,0%",,$1.808.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2016,Dependiente,Explotación de minas y canteras,1,1,"100,0%",,$800.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2016,Dependiente,Sin información,1,1,"100,0%",,$893.000
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2016,Independiente,"Actividades profesionales, científicas y técnicas",1,1,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2016,No cotizante,Sin información,10,0,"0,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2017,Dependiente,"Actividades artísticas, de entretenimiento y recreación",1,1,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2017,Dependiente,Actividades de servicios administrativos y de apoyo,2,2,"100,0%",,NaN
4813-Corporación Unificada Nacional de Educación Superior - CUN,9785-TECNICA PROFESIONAL EN ADMINISTRACION INFORMATICA,Femenino,2009-2,2017,Dependiente,"Actividades profesionales, científicas y técnicas",3,3,"100,0%",,NaN
