Fecha,Tiempo de reproducción (horas)
2024-04-14,65.4323
2024-04-15,59.1521
2024-04-16,58.0071
2024-04-17,54.3401
2024-04-18,58.113
2024-04-19,46.9901
2024-04-20,58.7941
2024-04-21,57.952
2024-04-22,66.7982
2024-04-23,57.4061
2024-04-24,59.5413
2024-04-25,55.1831
2024-04-26,61.7974
2024-04-27,59.4875
2024-04-28,66.916
2024-04-29,63.7534
2024-04-30,58.4328
2024-05-01,60.4758
2024-05-02,81.4731
2024-05-03,62.2718
2024-05-04,50.978
2024-05-05,58.8567
2024-05-06,49.6202
2024-05-07,37.8268
2024-05-08,58.4554
2024-05-09,49.1028
2024-05-10,81.1555
2024-05-11,45.1902
2024-05-12,34.3409
2024-05-13,51.0273
2024-05-14,239.0243
2024-05-15,94.9181
2024-05-16,82.6918
2024-05-17,47.373
2024-05-18,76.6156
2024-05-19,54.7809
2024-05-20,57.5548
2024-05-21,73.4834
2024-05-22,70.2266
2024-05-23,59.5738
2024-05-24,57.1434
2024-05-25,49.0489
2024-05-26,46.5829
2024-05-27,49.3999
2024-05-28,62.9676
2024-05-29,55.3296
2024-05-30,58.4469
2024-05-31,66.5212
2024-06-01,67.4869
2024-06-02,89.2267
2024-06-03,139.0889
2024-06-04,125.62
2024-06-05,154.1427
2024-06-06,135.1289
2024-06-07,100.9499
2024-06-08,99.5407
2024-06-09,128.9628
2024-06-10,227.8227
2024-06-11,179.746
2024-06-12,123.6751
2024-06-13,107.4524
2024-06-14,93.7461
2024-06-15,115.6715
2024-06-16,112.9334
2024-06-17,105.9878
2024-06-18,79.9924
2024-06-19,92.922
2024-06-20,77.5705
2024-06-21,83.4531
2024-06-22,104.8259
2024-06-23,99.1696
2024-06-24,80.0356
2024-06-25,85.8209
2024-06-26,107.4389
2024-06-27,584.5346
2024-06-28,84.9663
2024-06-29,96.3474
2024-06-30,92.2991
2024-07-01,112.7308
2024-07-02,106.1395
2024-07-03,103.215
2024-07-04,96.8165
2024-07-05,94.2136
2024-07-06,81.6924
2024-07-07,116.3586
2024-07-08,86.0347
2024-07-09,66.6139
2024-07-10,86.963
2024-07-11,80.86
2024-07-12,65.8522
2024-07-13,79.7261
2024-07-14,66.2912
2024-07-15,101.2224
2024-07-16,89.0976
2024-07-17,89.305
2024-07-18,82.6032
2024-07-19,103.676
2024-07-20,111.184
2024-07-21,124.7971
2024-07-22,102.1439
2024-07-23,108.4045
2024-07-24,102.5714
2024-07-25,128.8668
2024-07-26,96.0191
2024-07-27,106.459
2024-07-28,97.4693
2024-07-29,104.7746
2024-07-30,157.0409
2024-07-31,135.5842
2024-08-01,110.6469
2024-08-02,85.448
2024-08-03,94.6125
2024-08-04,114.0662
2024-08-05,87.6456
2024-08-06,103.3858
2024-08-07,118.157
2024-08-08,107.2142
2024-08-09,84.6788
2024-08-10,76.3079
2024-08-11,92.3208
2024-08-12,91.0157
2024-08-13,123.5836
2024-08-14,131.542
2024-08-15,114.1437
2024-08-16,118.8577
2024-08-17,115.9164
2024-08-18,115.9565
2024-08-19,128.9605
2024-08-20,108.4828
2024-08-21,110.8817
2024-08-22,111.9322
2024-08-23,95.3076
2024-08-24,92.6143
2024-08-25,129.7316
2024-08-26,112.4685
2024-08-27,110.3778
2024-08-28,91.621
2024-08-29,89.6911
2024-08-30,93.1459
2024-08-31,83.2358
2024-09-01,115.098
2024-09-02,80.7076
2024-09-03,91.8352
2024-09-04,71.658
2024-09-05,77.805
2024-09-06,76.4138
2024-09-07,69.2493
2024-09-08,89.0324
2024-09-09,90.5115
2024-09-10,65.9708
2024-09-11,66.3605
2024-09-12,68.5201
2024-09-13,73.1871
2024-09-14,102.6335
2024-09-15,74.2891
2024-09-16,82.2941
2024-09-17,76.5263
2024-09-18,67.1518
2024-09-19,48.7243
2024-09-20,50.3426
2024-09-21,76.5561
2024-09-22,59.63
2024-09-23,63.322
2024-09-24,84.7167
2024-09-25,84.4474
2024-09-26,76.4541
2024-09-27,71.8873
2024-09-28,69.8047
2024-09-29,79.1393
2024-09-30,50.8323
2024-10-01,63.4573
2024-10-02,48.2896
2024-10-03,74.9182
2024-10-04,68.8159
2024-10-05,54.8192
2024-10-06,77.0043
2024-10-07,78.8681
2024-10-08,89.7181
2024-10-09,64.3224
2024-10-10,73.2489
2024-10-11,90.188
2024-10-12,92.3687
2024-10-13,105.3803
2024-10-14,94.8579
2024-10-15,107.991
2024-10-16,83.2132
2024-10-17,69.9928
2024-10-18,96.5913
2024-10-19,114.4438
2024-10-20,77.954
2024-10-21,82.3414
2024-10-22,106.571
2024-10-23,73.8092
2024-10-24,79.1699
2024-10-25,91.8499
2024-10-26,81.1291
2024-10-27,86.7224
2024-10-28,84.8126
2024-10-29,77.2185
2024-10-30,76.0712
2024-10-31,87.153
2024-11-01,62.6529
2024-11-02,75.9233
2024-11-03,77.2027
2024-11-04,96.0746
2024-11-05,62.0654
2024-11-06,67.7071
2024-11-07,86.3912
2024-11-08,100.7871
2024-11-09,102.886
2024-11-10,125.721
2024-11-11,121.7517
2024-11-12,140.6835
2024-11-13,96.9484
2024-11-14,143.7783
2024-11-15,128.1671
2024-11-16,97.5581
2024-11-17,97.4562
2024-11-18,154.0133
2024-11-19,197.251
2024-11-20,217.4805
2024-11-21,100.7878
2024-11-22,90.3406
2024-11-23,82.857
2024-11-24,61.5424
2024-11-25,84.3998
2024-11-26,150.1266
2024-11-27,149.1088
2024-11-28,87.0849
2024-11-29,72.0477
2024-11-30,86.4839
2024-12-01,120.669
2024-12-02,117.4109
2024-12-03,128.0636
2024-12-04,161.2094
2024-12-05,162.6996
2024-12-06,229.2969
2024-12-07,184.5627
2024-12-08,197.1234
2024-12-09,170.9046
2024-12-10,148.5412
2024-12-11,186.2584
2024-12-12,212.9738
2024-12-13,159.5807
2024-12-14,169.9912
2024-12-15,125.135
2024-12-16,120.9117
2024-12-17,144.9328
2024-12-18,202.0127
2024-12-19,151.4008
2024-12-20,133.6083
2024-12-21,136.6773
2024-12-22,150.7463
2024-12-23,117.5493
2024-12-24,88.1989
2024-12-25,122.5985
2024-12-26,119.062
2024-12-27,148.5086
2024-12-28,180.2294
2024-12-29,191.9665
2024-12-30,187.2727
2024-12-31,111.8591
2025-01-01,142.736
2025-01-02,187.0365
2025-01-03,193.1768
2025-01-04,238.6246
2025-01-05,196.8563
2025-01-06,180.007
2025-01-07,166.0635
2025-01-08,160.4865
2025-01-09,182.2593
2025-01-10,199.6359
2025-01-11,343.2581
2025-01-12,399.2002
2025-01-13,332.5952
2025-01-14,339.8538
2025-01-15,308.6689
2025-01-16,305.6706
2025-01-17,236.5861
2025-01-18,292.0284
2025-01-19,381.9057
2025-01-20,323.5547
2025-01-21,233.3208
2025-01-22,267.8141
2025-01-23,322.8186
2025-01-24,287.8138
2025-01-25,331.2101
2025-01-26,325.0173
2025-01-27,213.7936
2025-01-28,248.3965
2025-01-29,222.2304
2025-01-30,226.4031
2025-01-31,197.9334
2025-02-01,124.584
2025-02-02,149.7143
2025-02-03,134.7726
2025-02-04,140.4043
2025-02-05,129.429
2025-02-06,127.3189
2025-02-07,120.5958
2025-02-08,126.437
2025-02-09,153.6423
2025-02-10,145.0339
2025-02-11,102.0886
2025-02-12,89.1128
2025-02-13,195.3218
2025-02-14,147.586
2025-02-15,179.5234
2025-02-16,205.8984
2025-02-17,188.399
2025-02-18,172.4957
2025-02-19,182.6069
2025-02-20,192.3181
2025-02-21,155.4095
2025-02-22,183.7313
2025-02-23,205.5047
2025-02-24,125.9153
2025-02-25,91.8387
2025-02-26,104.4908
2025-02-27,84.2975
2025-02-28,82.46
2025-03-01,81.4528
2025-03-02,61.3807
2025-03-03,66.5316
2025-03-04,75.6721
2025-03-05,58.7838
2025-03-06,52.7332
2025-03-07,82.134
2025-03-08,69.3645
2025-03-09,98.7847
2025-03-10,61.413
2025-03-11,61.515
2025-03-12,78.8617
2025-03-13,67.8868
2025-03-14,70.3884
2025-03-15,73.8253
2025-03-16,72.9316
2025-03-17,193.6074
2025-03-18,231.7504
2025-03-19,293.863
2025-03-20,282.3045
2025-03-21,254.2835
2025-03-22,259.8119
2025-03-23,257.039
2025-03-24,248.77
2025-03-25,170.9288
2025-03-26,67.5964
2025-03-27,70.5101
2025-03-28,59.741
2025-03-29,50.0489
2025-03-30,71.8934
2025-03-31,66.1655
2025-04-01,59.2121
2025-04-02,59.6916
2025-04-03,83.7192
2025-04-04,72.2025
2025-04-05,68.8193
2025-04-06,72.6034
2025-04-07,66.9063
2025-04-08,91.6202
2025-04-09,149.5071
2025-04-10,145.8676
2025-04-11,147.374
2025-04-12,120.894
2025-04-13,124.6418
2025-04-14,122.0812
2025-04-15,141.9178
2025-04-16,136.392
2025-04-17,122.6762
2025-04-18,133.846
2025-04-19,146.5417
2025-04-20,140.9921
2025-04-21,94.2979
2025-04-22,77.8622
2025-04-23,79.8693
2025-04-24,62.2993
2025-04-25,75.7737
2025-04-26,58.2041
2025-04-27,82.1558
2025-04-28,65.0179
2025-04-29,64.116
2025-04-30,58.5396
2025-05-01,105.0105
2025-05-02,124.2428
2025-05-03,164.3445
2025-05-04,178.9176
2025-05-05,167.6541
2025-05-06,171.3965
2025-05-07,167.1731
2025-05-08,176.8269
2025-05-09,174.2521
2025-05-10,153.3805
2025-05-11,152.9347
2025-05-12,141.9529
2025-05-13,149.7765
2025-05-14,183.5878
2025-05-15,417.1868
2025-05-16,371.297
2025-05-17,372.1151
2025-05-18,351.4562
2025-05-19,350.7962
2025-05-20,193.333
2025-05-21,143.4204
2025-05-22,158.2855
2025-05-23,155.6288
2025-05-24,159.1131
2025-05-25,143.9034
2025-05-26,150.9692
2025-05-27,137.3275
2025-05-28,147.888
2025-05-29,135.8109
2025-05-30,162.7927
2025-05-31,151.1465
2025-06-01,65.8874
2025-06-02,89.1232
2025-06-03,76.2598
2025-06-04,89.3488
2025-06-05,77.4965
2025-06-06,82.4334
2025-06-07,62.9824
2025-06-08,63.0986
2025-06-09,85.1058
2025-06-10,83.5274
2025-06-11,88.504
2025-06-12,80.6787
2025-06-13,90.7529
2025-06-14,90.0597
2025-06-15,90.5098
2025-06-16,107.0323
2025-06-17,102.8548
2025-06-18,100.8654
2025-06-19,111.493
2025-06-20,85.0819
2025-06-21,88.3249
2025-06-22,98.2003
2025-06-23,115.7065
2025-06-24,108.45
2025-06-25,82.3471
2025-06-26,106.9144
2025-06-27,81.7463
2025-06-28,118.2371
2025-06-29,93.6632
2025-06-30,97.5446
2025-07-01,93.5495
2025-07-02,91.9204
2025-07-03,94.2579
2025-07-04,66.9635
2025-07-05,76.3297
2025-07-06,78.4199
2025-07-07,73.0497
2025-07-08,83.0815
2025-07-09,80.7275
2025-07-10,80.3833
2025-07-11,70.3305
2025-07-12,79.5022
2025-07-13,85.7913
2025-07-14,84.366
2025-07-15,74.7695
2025-07-16,74.2915
2025-07-17,78.04
2025-07-18,75.9879
2025-07-19,71.8187
2025-07-20,70.2538
2025-07-21,90.9892
2025-07-22,83.3421
2025-07-23,78.734
2025-07-24,82.4882
2025-07-25,66.964
2025-07-26,47.0644
2025-07-27,89.8163
2025-07-28,68.9175
2025-07-29,73.0431
2025-07-30,81.8653
2025-07-31,84.7092
2025-08-01,64.1277
2025-08-02,60.3685
2025-08-03,107.7099
2025-08-04,97.1291
2025-08-05,106.5747
2025-08-06,133.6321
2025-08-07,81.4937
2025-08-08,129.4613
2025-08-09,105.5736
2025-08-10,93.6666
2025-08-11,137.385
2025-08-12,100.3631
2025-08-13,111.0673
2025-08-14,96.6882
2025-08-15,76.4749
2025-08-16,115.0555
2025-08-17,122.391
2025-08-18,123.8093
2025-08-19,118.2567
2025-08-20,174.0674
2025-08-21,231.4533
2025-08-22,194.448
2025-08-23,160.6389
2025-08-24,90.8321
2025-08-25,128.4176
2025-08-26,108.1297
2025-08-27,149.2932
2025-08-28,105.6195
2025-08-29,123.1074
2025-08-30,124.1103
2025-08-31,129.5515
2025-09-01,112.8404
2025-09-02,92.2787
2025-09-03,92.7437
2025-09-04,94.3081
2025-09-05,102.1164
2025-09-06,79.8484
2025-09-07,84.6944
2025-09-08,95.7411
2025-09-09,81.2215
2025-09-10,83.6741
2025-09-11,76.854
2025-09-12,88.5047
2025-09-13,107.7404
2025-09-14,71.5974
2025-09-15,98.4396
2025-09-16,83.0641
2025-09-17,109.8026
2025-09-18,119.0538
2025-09-19,108.2817
2025-09-20,156.8493
2025-09-21,145.1403
2025-09-22,100.7301
2025-09-23,129.6896
2025-09-24,124.5453
2025-09-25,115.7455
2025-09-26,105.4393
2025-09-27,157.2444
2025-09-28,168.9526
2025-09-29,180.8021
2025-09-30,188.4912
2025-10-01,286.0912
2025-10-02,228.4781
2025-10-03,238.9144
2025-10-04,244.5561
2025-10-05,277.607
2025-10-06,111.4286
2025-10-07,114.4889
2025-10-08,131.3756
2025-10-09,109.5009
2025-10-10,86.3012
2025-10-11,97.4501
2025-10-12,106.9804
2025-10-13,124.1203
2025-10-14,108.2685
2025-10-15,122.1699
2025-10-16,66.0214
2025-10-17,46.0897
2025-10-18,43.5945
2025-10-19,41.0338
2025-10-20,43.6021
2025-10-21,52.6347
2025-10-22,46.8959
2025-10-23,53.0309
2025-10-24,39.895
2025-10-25,50.1033
2025-10-26,50.0022
2025-10-27,46.2355
2025-10-28,55.0844
2025-10-29,74.0232
2025-10-30,46.5602
2025-10-31,40.4194
2025-11-01,38.3059
2025-11-02,32.1005
2025-11-03,44.9874
2025-11-04,106.3609
2025-11-05,121.4049
2025-11-06,127.0456
2025-11-07,143.5585
2025-11-08,159.4272
2025-11-09,189.7458
2025-11-10,184.6261
2025-11-11,141.2719
2025-11-12,142.7202
2025-11-13,140.7786
2025-11-14,234.6137
2025-11-15,160.7392
2025-11-16,153.2687
2025-11-17,130.8697
2025-11-18,117.8456
2025-11-19,132.1789
2025-11-20,119.3649
2025-11-21,117.4046
2025-11-22,153.8205
2025-11-23,224.3083
2025-11-24,155.682
2025-11-25,154.7514
2025-11-26,226.3912
2025-11-27,243.669
2025-11-28,244.061
2025-11-29,305.2769
2025-11-30,305.2429
2025-12-01,346.7279
2025-12-02,311.1891
2025-12-03,260.9612
2025-12-04,334.4479
2025-12-05,356.7094
2025-12-06,318.235
2025-12-07,535.2913
2025-12-08,313.0601
2025-12-09,389.4996
2025-12-10,354.8639
2025-12-11,354.1739
2025-12-12,362.4238
2025-12-13,255.4094
2025-12-14,315.4471
2025-12-15,234.8618
2025-12-16,160.6925
2025-12-17,178.8528
2025-12-18,256.0579
2025-12-19,394.2763
2025-12-20,324.0381
2025-12-21,338.9136
2025-12-22,261.708
2025-12-23,142.8595
2025-12-24,11.08
2025-12-25,68.668
2025-12-26,383.9849
2025-12-27,191.5201
2025-12-28,315.5518
2025-12-29,280.2721
2025-12-30,220.2781
2025-12-31,228.5593
2026-01-01,292.3376
2026-01-02,259.7462
2026-01-03,178.6501
2026-01-04,194.599
2026-01-05,242.8022
2026-01-06,270.9273
2026-01-07,210.0975
2026-01-08,246.1533
2026-01-09,233.8121
2026-01-10,248.7512
2026-01-11,228.0148
2026-01-12,248.0317
2026-01-13,222.7878
2026-01-14,233.2258
2026-01-15,249.8804
2026-01-16,233.2104
2026-01-17,217.5852
2026-01-18,241.0598
2026-01-19,225.7314
2026-01-20,211.1439
2026-01-21,204.8041
2026-01-22,211.3229
2026-01-23,208.6203
2026-01-24,237.4547
2026-01-25,262.894
2026-01-26,190.5906
2026-01-27,262.7005
2026-01-28,234.2684
2026-01-29,225.3481
2026-01-30,246.0899
2026-01-31,285.5659
2026-02-01,497.6051
2026-02-02,367.1043
2026-02-03,312.787
2026-02-04,219.8491
2026-02-05,59.2294
2026-02-06,63.3904
2026-02-07,457.3288
2026-02-08,504.4922
2026-02-09,463.2157
2026-02-10,279.3983
2026-02-11,346.9293
2026-02-12,326.8406
2026-02-13,286.5861
2026-02-14,384.6003
2026-02-15,279.9985
2026-02-16,480.9486
2026-02-17,271.3948
2026-02-18,288.4668
2026-02-19,258.8893
2026-02-20,289.2407
2026-02-21,269.4212
2026-02-22,356.129
2026-02-23,298.201
2026-02-24,254.3442
2026-02-25,250.0359
2026-02-26,302.501
2026-02-27,232.6112
2026-02-28,314.0853
2026-03-01,435.5378
2026-03-02,206.1089
2026-03-03,250.7743
2026-03-04,328.8942
2026-03-05,356.2684
2026-03-06,369.8883
2026-03-07,367.3473
2026-03-08,257.7485
2026-03-09,289.9405
2026-03-10,286.2564
